NCES School ID,State School ID,NCES District ID,State District ID,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code*,Locale*,Charter,Magnet*,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*
250330000452,500020,2503300,50,KG,5,DEAN S LUCE,CANTON,NORFOLK COUNTY,45 INDEPENDENCE ST,CANTON,MA,2021,2217,7818215075,21,Suburb: Large,No,ñ,Yes,No,626.0,38.15,16.4,83.0,10.0
250279000222,350074,2502790,35,6,8,DEARBORN,BOSTON,SUFFOLK COUNTY,35 GREENVILLE STREET,ROXBURY,MA,2119,2315,6176358412,11,City: Large,No,ñ,Yes,Yes,246.0,25.0,9.8,169.0,0.0
250405000548,730505,2504050,73,9,12,DEDHAM HIGH,DEDHAM,NORFOLK COUNTY,140 WHITING AVENUE,DEDHAM,MA,2026,3199,7813264773,21,Suburb: Large,No,ñ,No,Ü,784.0,66.9,11.7,194.0,51.0
250405000551,730305,2504050,73,6,8,DEDHAM MIDDLE SCHOOL,DEDHAM,NORFOLK COUNTY,70 WHITING AVENUE,DEDHAM,MA,2026,3199,7813266900,21,Suburb: Large,No,ñ,No,Ü,649.0,57.4,11.3,125.0,23.0
250378000519,650005,2503780,65,3,5,DEER HILL,COHASSET,NORFOLK COUNTY,208 SOHIER ST,COHASSET,MA,2025,1375,7813836115,21,Suburb: Large,No,ñ,Yes,No,414.0,27.52,15.0,6.0,0.0
250408000049,740015,2504080,74,PK,6,DEERFIELD ELEMENTARY,DEERFIELD,FRANKLIN COUNTY,21 PLEASANT STREET,SOUTH DEERFIELD,MA,1373,1017,4136651131,31,Town: Fringe,No,ñ,Yes,No,464.0,36.97,12.6,73.0,18.0
251281000794,3350010,2512810,335,KG,5,DEERFIELD SCHOOL,WESTWOOD,NORFOLK COUNTY,72 DEERFIELD AVENUE,WESTWOOD,MA,2090,,7813267500,21,Suburb: Large,No,ñ,No,Ü,257.0,15.41,16.7,3.0,2.0
251329002255,3500003,2513290,350,PK,3,DELANEY,WRENTHAM,NORFOLK COUNTY,120 TAUNTON STREET,WRENTHAM,MA,2093,1319,5083845430,21,Suburb: Large,No,ñ,Yes,No,708.0,42.16,16.8,38.0,11.0
250978001551,2400010,2509780,240,KG,6,DENNETT ELEMENTARY,PLYMPTON,PLYMOUTH COUNTY,80 CRESCENT STREET,PLYMPTON,MA,2367,1413,7815853659,41,Rural: Fringe,No,ñ,Yes,No,230.0,17.22,13.4,19.0,5.0
250279000223,350077,2502790,35,PK,5,DENNIS C HALEY,BOSTON,SUFFOLK COUNTY,570 AMERICAN LEGION HIGHWAY,ROSLINDALE,MA,2131,3299,6176358169,11,City: Large,No,ñ,Yes,Yes,312.0,22.62,13.8,148.0,20.0
250414000558,6450505,2504140,645,8,12,DENNIS-YARMOUTH REGIONAL HIGH,DENNIS-YARMOUTH,BARNSTABLE COUNTY,210 STATION AVENUE,SOUTH YARMOUTH,MA,2664,1892,5083987636,22,Suburb: Midsize,No,ñ,No,Ü,911.0,73.81,12.3,287.0,60.0
250918001475,2230010,2509180,223,3,4,DEXTER PARK,ORANGE,FRANKLIN COUNTY,3 DEXTER ST,ORANGE,MA,1364,1098,9785446080,41,Rural: Fringe,No,ñ,Yes,No,266.0,11.36,23.4,109.0,11.0
250420002427,6500005,2504200,650,KG,4,DIGHTON ELEMENTARY,DIGHTON-REHOBOTH,BRISTOL COUNTY,1250 SOMERSET AVENUE,DIGHTON,MA,2715,1231,5086694245,41,Rural: Fringe,No,ñ,Yes,No,444.0,32.06,13.8,52.0,10.0
250420000400,6500305,2504200,650,5,8,DIGHTON MIDDLE SCHOOL,DIGHTON-REHOBOTH,BRISTOL COUNTY,1250R SOMERSET AVENUE,DIGHTON,MA,2715,1231,5086694200,41,Rural: Fringe,No,ñ,Yes,No,401.0,29.02,13.8,67.0,9.0
250420000568,6500505,2504200,650,9,12,DIGHTON-REHOBOTH REGIONAL HIGH SCHOOL,DIGHTON-REHOBOTH,BRISTOL COUNTY,2700 REGIONAL RD,NORTH DIGHTON,MA,2764,1923,5082525025,41,Rural: Fringe,No,ñ,No,Ü,954.0,77.64,12.3,106.0,26.0
250548502269,8210605,2505485,821,9,12,DIMAN REGIONAL VOCATIONAL TECHNICAL HIGH,GREATER FALL RIVER REGIONAL VOCATIONAL TECHNICAL,BRISTOL COUNTY,251 STONEHAVEN RD,FALL RIVER,MA,2723,3519,5086782891,13,City: Small,No,ñ,Yes,Yes,1350.0,126.54,10.7,467.0,143.0
251323002209,3480512,2513230,348,9,12,DOHERTY MEMORIAL HIGH,WORCESTER,WORCESTER COUNTY,299 HIGHLAND STREET,WORCESTER,MA,1602,2110,5087993270,12,City: Midsize,No,ñ,No,Ü,1331.0,91.63,14.5,650.0,98.0
250195002510,90305,2501950,9,6,8,DOHERTY MIDDLE,ANDOVER,ESSEX COUNTY,50 BARTLET STREET,ANDOVER,MA,1810,3886,9786238750,21,Suburb: Large,No,ñ,No,Ü,572.0,42.89,13.3,28.0,5.0
251191001941,3050005,2511910,305,PK,4,DOLBEARE,WAKEFIELD,MIDDLESEX COUNTY,340 LOWELL STREET,WAKEFIELD,MA,1880,1726,7812466480,21,Suburb: Large,No,ñ,No,Ü,449.0,30.11,14.9,29.0,13.0
250279000224,350080,2502790,35,KG,8,DONALD MCKAY,BOSTON,SUFFOLK COUNTY,122 COTTAGE STREET,EAST BOSTON,MA,2128,2230,6176358510,11,City: Large,No,ñ,Yes,Yes,674.0,44.6,15.1,Ü,Ü
250774001376,1810060,2507740,181,PK,8,DONALD P TIMONY GRAMMAR,METHUEN,ESSEX COUNTY,45 PLEASANT VIEW STREET,METHUEN,MA,1844,,9787229001,21,Suburb: Large,No,ñ,Yes,No,1418.0,91.27,15.5,298.0,69.0
250294000363,400050,2502940,40,KG,5,DONALD ROSS,BRAINTREE,NORFOLK COUNTY,20 HAYWARD STREET,BRAINTREE,MA,2184,8038,7813800240,21,Suburb: Large,No,ñ,Yes,No,312.0,25.75,12.1,70.0,14.0
250279002676,350651,2502790,35,9,12,DORCHESTER ACADEMY,BOSTON,SUFFOLK COUNTY,18 CROFTLAND AVENUE,DORCHESTER,MA,2124,,6176359730,11,City: Large,No,ñ,Yes,Yes,393.0,31.31,12.6,290.0,13.0
250052102685,4750505,2500521,475,4,6,DORCHESTER COLLEGIATE ACADEMY CHARTER,DORCHESTER COLLEGIATE ACADEMY CHARTER (DISTRICT),SUFFOLK COUNTY,131 HANCOCK ST,DORCHESTER,MA,2125,,6173793029,11,City: Large,Yes,ñ,Yes,Yes,110.0,9.75,11.3,81.0,12.0
250420002430,6500310,2504200,650,5,8,DOROTHY L BECKWITH,DIGHTON-REHOBOTH,BRISTOL COUNTY,330R WINTHROP STREET,REHOBOTH,MA,2769,1898,5082525080,41,Rural: Fringe,No,ñ,Yes,No,633.0,41.93,15.1,70.0,22.0
250168000007,20020,2501680,2,KG,6,DOUGLAS,ACTON,MIDDLESEX COUNTY,21 ELM STREET,ACTON,MA,1720,,9782662560,21,Suburb: Large,No,ñ,No,Ü,483.0,25.16,19.2,15.0,7.0
250423001162,770003,2504230,77,PK,PK,DOUGLAS EARLY CHILDHOOD,DOUGLAS,WORCESTER COUNTY,29 DEPOT STREET,DOUGLAS,MA,1516,,5084764034,21,Suburb: Large,No,ñ,No,Ü,83.0,2.0,41.5,4.0,0.0
250423000571,770010,2504230,77,KG,2,DOUGLAS ELEMENTARY,DOUGLAS,WORCESTER COUNTY,17 GLEASON COURT,DOUGLAS,MA,1516,2065,5084762154,41,Rural: Fringe,No,ñ,Yes,No,367.0,22.9,16.0,44.0,7.0
250423000570,770505,2504230,77,8,12,DOUGLAS HIGH SCHOOL,DOUGLAS,WORCESTER COUNTY,33 DAVIS STREET,DOUGLAS,MA,1516,2311,5084764100,41,Rural: Fringe,No,ñ,No,Ü,598.0,45.07,13.3,80.0,18.0
250423002032,770100,2504230,77,3,7,DOUGLAS INTERMEDIATE SCHOOL,DOUGLAS,WORCESTER COUNTY,21 DAVIS STREET,DOUGLAS,MA,1516,,5084763332,41,Rural: Fringe,No,ñ,No,Ü,660.0,38.06,17.3,73.0,20.0
251200001967,3080032,2512000,308,KG,5,DOUGLAS MACARTHUR ELEMENTARY SCHOOL,WALTHAM,MIDDLESEX COUNTY,494 LINCOLN STREET,WALTHAM,MA,2452,,7813145725,13,City: Small,No,ñ,No,Ü,330.0,28.12,11.7,79.0,27.0
251050001677,2620067,2510500,262,KG,5,DOUGLAS WAYBRIGHT,SAUGUS,ESSEX COUNTY,25 TALBOT STREET,SAUGUS,MA,1906,3432,7812315087,21,Suburb: Large,No,ñ,No,Ü,234.0,16.14,14.5,43.0,18.0
250429000574,6550505,2504290,655,9,12,DOVER-SHERBORN REGIONAL HIGH,DOVER-SHERBORN,NORFOLK COUNTY,9 JUNCTION STREET,DOVER,MA,2030,1743,5087851730,41,Rural: Fringe,No,ñ,No,Ü,637.0,53.79,11.8,13.0,3.0
250429000575,6550405,2504290,655,6,8,DOVER-SHERBORN REGIONAL MIDDLE SCHOOL,DOVER-SHERBORN,NORFOLK COUNTY,155 FARM STREET,DOVER,MA,2030,1742,5087850635,41,Rural: Fringe,No,ñ,Yes,No,554.0,43.93,12.6,15.0,1.0
251281002096,3350012,2512810,335,KG,5,DOWNEY,WESTWOOD,NORFOLK COUNTY,250 DOWNEY STREET,WESTWOOD,MA,2090,,7813267500,21,Suburb: Large,No,ñ,No,Ü,275.0,22.15,12.4,3.0,13.0
250309000387,440110,2503090,44,KG,5,DOWNEY,BROCKTON,PLYMOUTH COUNTY,55 ELECTRIC AVENUE,BROCKTON,MA,2302,3699,5085807221,21,Suburb: Large,No,ñ,Yes,Yes,580.0,41.06,14.1,418.0,43.0
250702000086,1600345,2507020,160,5,8,DR AN WANG SCHOOL,LOWELL,MIDDLESEX COUNTY,365 WEST MEADOW ROAD,LOWELL,MA,1854,,9789377683,21,Suburb: Large,No,ñ,Yes,Yes,651.0,48.5,13.4,395.0,62.0
250945000414,7450020,2509450,745,PK,2,DR FREDERICK N SWEETSIR,PENTUCKET,ESSEX COUNTY,104 CHURCH STREET,MERRIMAC,MA,1860,1501,9783468319,21,Suburb: Large,No,ñ,Yes,No,239.0,18.86,12.7,36.0,9.0
250702000067,1600002,2507020,160,PK,4,DR GERTRUDE BAILEY,LOWELL,MIDDLESEX COUNTY,175 CAMPBELL DRIVE,LOWELL,MA,1851,4530,9789377644,21,Suburb: Large,No,ñ,Yes,Yes,495.0,30.49,16.2,258.0,66.0
250945000408,7450015,2509450,745,PK,6,DR JOHN C PAGE SCHOOL,PENTUCKET,ESSEX COUNTY,694 MAIN STREET,WEST NEWBURY,MA,1985,1298,9783632671,41,Rural: Fringe,No,ñ,No,Ü,464.0,31.64,14.7,25.0,7.0
250597000852,1280050,2505970,128,5,8,DR PAUL NETTLE,HAVERHILL,ESSEX COUNTY,150 BOARDMAN STREET,HAVERHILL,MA,1830,6495,9783745792,21,Suburb: Large,No,ñ,Yes,Yes,510.0,39.13,13.0,271.0,40.0
250726001119,1680025,2507260,168,KG,KG,DR SAMUEL C EVELETH,MARBLEHEAD,ESSEX COUNTY,3 BROOK RD,MARBLEHEAD,MA,1945,1812,7816393195,21,Suburb: Large,No,ñ,No,Ü,84.0,5.46,15.4,0.0,0.0
250309000388,440001,2503090,44,KG,5,DR W ARNONE COMMUNITY SCHOOL,BROCKTON,PLYMOUTH COUNTY,135 BELMONT STREET,BROCKTON,MA,2301,3898,5088944440,21,Suburb: Large,No,ñ,Yes,Yes,812.0,49.09,16.5,621.0,45.0
250279001115,350008,2502790,35,PK,3,DR. CATHERINE ELLISON-ROSA PARKS EARLY ED SCHOOL,BOSTON,SUFFOLK COUNTY,108 BABSON STREET,MATTAPAN,MA,2126,,6176357680,11,City: Large,No,ñ,Yes,Yes,207.0,16.0,12.9,154.0,20.0
251059001700,2650405,2510590,265,6,8,DR. KEVIN M. HURLEY MIDDLE SCHOOL,SEEKONK,BRISTOL COUNTY,650 NEWMAN AVENUE,SEEKONK,MA,2771,4497,5087617570,21,Suburb: Large,No,ñ,Yes,No,514.0,37.45,13.7,69.0,20.0
250906001468,2200305,2509060,220,6,8,DR. PHILIP O. COAKLEY MIDDLE SCHOOL,NORWOOD,NORFOLK COUNTY,1315 WASHINGTON STREET,NORWOOD,MA,2062,67,7817627880,21,Suburb: Large,No,ñ,Yes,No,748.0,65.05,11.5,178.0,31.0
250279000303,350266,2502790,35,PK,5,DR. WILLIAM HENDERSON,BOSTON,SUFFOLK COUNTY,1669 DORCHESTER AVENUE,DORCHESTER,MA,2122,1325,6176358725,11,City: Large,No,ñ,Yes,Yes,244.0,20.99,11.6,81.0,22.0
250432000579,790505,2504320,79,9,12,DRACUT SENIOR HIGH,DRACUT,MIDDLESEX COUNTY,1540 LAKEVIEW AVENUE,DRACUT,MA,1826,3311,9789571500,21,Suburb: Large,No,ñ,No,Ü,1081.0,67.17,16.1,104.0,26.0
250867001387,2090505,2508670,209,8,12,DRURY HIGH,NORTH ADAMS,BERKSHIRE COUNTY,1130 SOUTH CHURCH STREET,NORTH ADAMS,MA,1247,,4136623240,41,Rural: Fringe,No,ñ,No,Ü,552.0,53.15,10.4,177.0,12.0
251113001820,2810125,2511130,281,KG,5,DRYDEN MEMORIAL,SPRINGFIELD,HAMPDEN COUNTY,190 SURREY RD,SPRINGFIELD,MA,1118,1155,4137877248,12,City: Midsize,No,ñ,Yes,Yes,261.0,24.4,10.7,179.0,14.0
250436000588,6580005,2504360,658,2,4,DUDLEY ELEMENTARY,DUDLEY-CHARLTON REG,WORCESTER COUNTY,16 SCHOOL STREET,DUDLEY,MA,1571,,5089433351,41,Rural: Fringe,No,ñ,Yes,No,412.0,27.93,14.8,76.0,18.0
250436001595,6580305,2504360,658,5,8,DUDLEY MIDDLE SCHOOL,DUDLEY-CHARLTON REG,WORCESTER COUNTY,70 DUDLEY-OXFORD ROAD,DUDLEY,MA,1571,,5089432224,41,Rural: Fringe,No,ñ,Yes,No,643.0,44.55,14.4,124.0,32.0
250441000594,820505,2504410,82,9,12,DUXBURY HIGH,DUXBURY,PLYMOUTH COUNTY,130 ST. GEORGE STREET,DUXBURY,MA,2332,3871,7819347650,21,Suburb: Large,No,ñ,No,Ü,1024.0,75.24,13.6,37.0,7.0
250441000975,820305,2504410,82,6,8,DUXBURY MIDDLE,DUXBURY,PLYMOUTH COUNTY,71 ALDEN STREET,DUXBURY,MA,2332,3871,7819347640,21,Suburb: Large,No,ñ,No,Ü,847.0,61.45,13.8,25.0,12.0
250882000505,2170003,2508820,217,PK,5,E ETHEL LITTLE SCHOOL,NORTH READING,MIDDLESEX COUNTY,7 BARBERRY LANE,NORTH READING,MA,1864,2398,9786647820,21,Suburb: Large,No,ñ,Yes,No,407.0,26.92,15.1,29.0,4.0
250711001070,1630045,2507110,163,PK,5,E J HARRINGTON,LYNN,ESSEX COUNTY,21 DEXTER STREET,LYNN,MA,1902,,7814777380,21,Suburb: Large,No,ñ,Yes,Yes,639.0,48.62,13.1,527.0,37.0
250627002581,1370045,2506270,137,KG,8,E N WHITE ELEMENTARY,HOLYOKE,HAMPDEN COUNTY,1 JEFFERSON STREET,HOLYOKE,MA,1040,2032,4135342058,21,Suburb: Large,No,ñ,Yes,Yes,487.0,47.28,10.3,396.0,24.0
251089001736,2740111,2510890,274,1,8,E SOMERVILLE COMMUNITY,SOMERVILLE,MIDDLESEX COUNTY,42 PRESCOTT STREET,SOMERVILLE,MA,2143,3250,6176256600,21,Suburb: Large,No,ñ,Yes,Yes,504.0,40.7,12.4,384.0,57.0
251281002097,3350305,2512810,335,6,8,E W THURSTON MIDDLE,WESTWOOD,NORFOLK COUNTY,850 HIGH STREET,WESTWOOD,MA,2090,2766,7813267500,21,Suburb: Large,No,ñ,No,Ü,750.0,41.72,18.0,28.0,11.0
250735000760,1710005,2507350,171,KG,5,EAMES WAY SCHOOL,MARSHFIELD,PLYMOUTH COUNTY,165 EAMES WAY,MARSHFIELD,MA,2050,6327,7818345090,21,Suburb: Large,No,ñ,No,Ü,364.0,24.41,14.9,25.0,3.0
251185001936,3040005,2511850,304,PK,4,EARL D TAFT,UXBRIDGE,WORCESTER COUNTY,16 GRANITE STREET,UXBRIDGE,MA,1569,1537,5082788643,21,Suburb: Large,No,ñ,Yes,No,796.0,55.0,14.5,130.0,10.0
251188002730,7750001,2511880,775,PK,PK,EARLY CHILDHOOD CENTER,WACHUSETT,WORCESTER COUNTY,1745 MAIN STREET,JEFFERSON,MA,1522,,5088294786,41,Rural: Fringe,No,ñ,No,Ü,135.0,6.0,22.5,0.0,0.0
250405000460,730005,2504050,73,PK,KG,EARLY CHILDHOOD CENTER,DEDHAM,NORFOLK COUNTY,322 SPRAGUE STREET,DEDHAM,MA,2026,5250,7814615978,21,Suburb: Large,No,ñ,Yes,No,321.0,16.35,19.6,30.0,8.0
250732001368,1700006,2507320,170,PK,KG,EARLY CHILDHOOD CENTER,MARLBOROUGH,MIDDLESEX COUNTY,17 WASHINGTON STREET,MARLBOROUGH,MA,1752,,5084603503,21,Suburb: Large,No,ñ,No,Ü,151.0,8.0,18.9,5.0,0.0
250762001800,1780003,2507620,178,PK,PK,EARLY CHILDHOOD CENTER,MELROSE,MIDDLESEX COUNTY,16 FRANKLIN ST,MELROSE,MA,2176,,7819792260,21,Suburb: Large,No,ñ,Yes,No,260.0,12.08,21.5,13.0,2.0
251113002722,2810565,2511130,281,11,12,EARLY COLLEGE HIGH SCHOOL,SPRINGFIELD,HAMPDEN COUNTY,303 HOMESTEAD AVENUE,SPRINGFIELD,MA,1040,,4135522176,41,Rural: Fringe,No,ñ,Yes,Yes,70.0,4.03,17.4,48.0,1.0
250219001610,160008,2502190,16,PK,PK,EARLY LEARNING CENTER,ATTLEBORO,BRISTOL COUNTY,7 JAMES ST,ATTLEBORO,MA,2703,,5082231563,21,Suburb: Large,No,ñ,No,Ü,162.0,6.3,25.7,10.0,0.0
251115002450,3700040,2511150,370,Ü,Ü,EAST AREA,INSTITUTIONAL SCHOOLS,ESSEX COUNTY,502 CABOT STREET,BEVERLY,MA,1915,,9789225870,21,Suburb: Large,No,ñ,Ü,Ü,Ü,ñ,Ü,Ü,Ü
250279001118,350009,2502790,35,PK,2,EAST BOSTON EARLY CHILDHOOD CENTER,BOSTON,SUFFOLK COUNTY,135 GROVE STREET,EAST BOSTON,MA,2128,,6176356456,11,City: Large,No,ñ,Yes,Yes,199.0,13.5,14.7,102.0,0.0
250279000226,350530,2502790,35,9,12,EAST BOSTON HIGH,BOSTON,SUFFOLK COUNTY,86 WHITE STREET,EAST BOSTON,MA,2128,1302,6176359896,11,City: Large,No,ñ,Yes,Yes,1412.0,103.08,13.7,642.0,16.0
250444000597,830505,2504440,83,9,12,EAST BRIDGEWATER HIGH,EAST BRIDGEWATER,PLYMOUTH COUNTY,11 PLYMOUTH STREET,EAST BRIDGEWATER,MA,2333,1991,5083788214,21,Suburb: Large,No,ñ,No,Ü,550.0,35.94,15.3,63.0,15.0
250000201766,7670008,2500002,767,KG,6,EAST BROOKFIELD ELEMENTARY,SPENCER-E BROOKFIELD,WORCESTER COUNTY,410 EAST MAIN STREET,EAST BROOKFIELD,MA,1515,,5088858536,31,Town: Fringe,No,ñ,No,Ü,213.0,18.27,11.7,52.0,12.0
251062001703,2660010,2510620,266,PK,5,EAST ELEMENTARY,SHARON,NORFOLK COUNTY,45 WILSHIRE DRIVE,SHARON,MA,2067,1529,7817841551,21,Suburb: Large,No,ñ,No,Ü,443.0,33.6,13.2,19.0,7.0
250609002671,1310005,2506090,131,PK,5,EAST ELEMENTARY SCHOOL,HINGHAM,PLYMOUTH COUNTY,2 COLLINS STREET,HINGHAM,MA,2043,,7817411570,21,Suburb: Large,No,ñ,Yes,No,606.0,36.93,16.4,13.0,2.0
250480000640,940010,2504800,94,PK,5,EAST FAIRHAVEN,FAIRHAVEN,BRISTOL COUNTY,2 NEW BOSTON ROAD,FAIRHAVEN,MA,2719,5602,5089794058,41,Rural: Fringe,No,ñ,Yes,No,427.0,27.22,15.7,78.0,36.0
250486000685,960005,2504860,96,PK,4,EAST FALMOUTH ELEMENTARY,FALMOUTH,BARNSTABLE COUNTY,33 DAVISVILLE RD,EAST FALMOUTH,MA,2536,6105,5085481052,22,Suburb: Midsize,No,ñ,Yes,No,376.0,27.58,13.6,80.0,11.0
250528000771,1070020,2505280,107,KG,5,EAST GLOUCESTER ELEMENTARY,GLOUCESTER,ESSEX COUNTY,8 DAVIS ST EXT,GLOUCESTER,MA,1930,,9782819830,21,Suburb: Large,No,ñ,Yes,No,263.0,18.99,13.8,94.0,16.0
250450000603,870505,2504500,87,9,12,EAST LONGMEADOW HIGH,EAST LONGMEADOW,HAMPDEN COUNTY,180 MAPLE STREET,EAST LONGMEADOW,MA,1028,2721,4135255460,21,Suburb: Large,No,ñ,No,Ü,880.0,61.71,14.3,81.0,17.0
250540000789,1110004,2505400,111,4,6,EAST MEADOW,GRANBY,HAMPSHIRE COUNTY,393 EAST STATE STREET,GRANBY,MA,1033,9601,4134677199,41,Rural: Fringe,No,ñ,No,Ü,240.0,19.21,12.5,36.0,9.0
250294000364,400305,2502940,40,6,8,EAST MIDDLE SCHOOL,BRAINTREE,NORFOLK COUNTY,305 RIVER ST.,BRAINTREE,MA,2184,3341,7813800170,21,Suburb: Large,No,ñ,No,Ü,705.0,56.11,12.6,121.0,23.0
250309000389,440405,2503090,44,6,8,EAST MIDDLE SCHOOL,BROCKTON,PLYMOUTH COUNTY,464 CENTRE STREET,BROCKTON,MA,2302,3211,5085807351,21,Suburb: Large,No,ñ,Yes,Yes,393.0,43.99,8.9,312.0,38.0
250705002663,1610010,2507050,161,PK,1,EAST STREET ELEMENTARY SCHOOL,LUDLOW,HAMPDEN COUNTY,508 EAST STREET,LUDLOW,MA,1056,,4135899121,21,Suburb: Large,No,ñ,Yes,No,413.0,30.28,13.6,88.0,16.0
251152001065,2930010,2511520,293,PK,4,EAST TAUNTON ELEMENTARY,TAUNTON,BRISTOL COUNTY,58R STEVENS STREET,EAST TAUNTON,MA,2718,5112,5088211330,21,Suburb: Large,No,ñ,No,Ü,615.0,45.66,13.5,226.0,42.0
251206001069,3100025,2512060,310,PK,PK,EAST WAREHAM SCHOOL,WAREHAM,PLYMOUTH COUNTY,27 DEPOT STREET,EAST WAREHAM,MA,2538,1343,5082913586,22,Suburb: Midsize,No,ñ,No,Ü,103.0,7.56,13.6,32.0,6.0
251101001764,2770010,2511010,277,PK,1,EASTFORD ROAD,SOUTHBRIDGE,WORCESTER COUNTY,120 EASTFORD ROAD,SOUTHBRIDGE,MA,1550,3606,5087645460,21,Suburb: Large,No,ñ,Yes,Yes,472.0,32.28,14.6,250.0,28.0
250453000607,850005,2504530,85,KG,5,EASTHAM ELEMENTARY,EASTHAM,BARNSTABLE COUNTY,200 SCHOOLHOUSE ROAD,EASTHAM,MA,2642,,5082550808,22,Suburb: Midsize,No,ñ,Yes,No,207.0,19.21,10.8,54.0,13.0
250459000612,860505,2504590,86,9,12,EASTHAMPTON HIGH,EASTHAMPTON,HAMPSHIRE COUNTY,70 WILLISTON AVENUE,EASTHAMPTON,MA,1027,2251,4135291585,21,Suburb: Large,No,ñ,No,Ü,448.0,35.63,12.6,96.0,21.0
250462000618,880405,2504620,88,6,8,EASTON MIDDLE SCHOOL,EASTON,BRISTOL COUNTY,98 COLUMBUS AVENUE,NORTH EASTON,MA,2356,2098,5082303222,21,Suburb: Large,No,ñ,Yes,No,948.0,66.92,14.2,60.0,19.0
250297000841,410010,2502970,41,3,5,EDDY ELEMENTARY,BREWSTER,BARNSTABLE COUNTY,2298 MAIN STREET,BREWSTER,MA,2631,1814,5088964531,22,Suburb: Midsize,No,ñ,Yes,No,236.0,20.3,11.6,49.0,9.0
250354000855,570030,2503540,57,1,4,EDGAR A HOOKS ELEMENTARY,CHELSEA,SUFFOLK COUNTY,300 CRESCENT AVENUE,CHELSEA,MA,2150,3053,6174665400,21,Suburb: Large,No,ñ,Yes,Yes,504.0,32.4,15.6,385.0,34.0
250309000390,440023,2503090,44,KG,8,EDGAR B DAVIS,BROCKTON,PLYMOUTH COUNTY,380 PLAIN STREET,BROCKTON,MA,2302,4599,5085807360,21,Suburb: Large,No,ñ,Yes,Yes,1077.0,59.05,18.2,732.0,88.0
250909001469,890005,2509090,89,PK,8,EDGARTOWN ELEMENTARY,EDGARTOWN,DUKES COUNTY,35 ROBINSON ROAD,EDGARTOWN,MA,2539,,5086273316,42,Rural: Distant,No,ñ,Yes,No,335.0,38.03,8.8,69.0,24.0
250279002689,350375,2502790,35,PK,8,EDISON K-8,BOSTON,SUFFOLK COUNTY,60 GLENMONT ROAD,BRIGHTON,MA,2135,,6176358436,11,City: Large,No,ñ,Yes,Yes,838.0,55.26,15.2,629.0,56.0
250315000416,460005,2503150,46,PK,8,EDITH C BAKER,BROOKLINE,NORFOLK COUNTY,205 BEVERLY RD,CHESTNUT HILL,MA,2467,3136,6178794500,21,Suburb: Large,No,ñ,No,Ü,694.0,49.84,13.9,45.0,13.0
250483000655,950305,2504830,95,6,8,EDMOND P TALBOT MIDDLE,FALL RIVER,BRISTOL COUNTY,124 MELROSE STREET,FALL RIVER,MA,2723,4116,5086758350,13,City: Small,No,ñ,Yes,Yes,593.0,54.41,10.9,432.0,60.0
251152001905,2930007,2511520,293,KG,4,EDMUND HATCH BENNETT,TAUNTON,BRISTOL COUNTY,47 NORTH WALKER STREET,TAUNTON,MA,2780,6701,5088211245,41,Rural: Fringe,No,ñ,Yes,Yes,387.0,25.58,15.1,127.0,22.0
250711001072,1630095,2507110,163,PK,5,EDWARD A SISSON,LYNN,ESSEX COUNTY,58 CONOMO AVENUE,LYNN,MA,1904,1938,7814777455,21,Suburb: Large,No,ñ,Yes,Yes,420.0,26.8,15.7,203.0,41.0
250007101747,4280305,2500071,428,KG,8,EDWARD BROOKE CHARTER SCHOOL,EDWARD BROOKE CHARTER (DISTRICT),SUFFOLK COUNTY,190 CUMMINS HIGHWAY,ROSLINDALE,MA,2131,,6173257977,11,City: Large,Yes,ñ,Yes,Yes,470.0,36.0,13.1,298.0,89.0
250315000417,460015,2503150,46,PK,8,EDWARD DEVOTION,BROOKLINE,NORFOLK COUNTY,345 HARVARD STREET,BROOKLINE,MA,2446,2907,6178794400,21,Suburb: Large,No,ñ,Yes,No,781.0,52.67,14.8,83.0,15.0
250279000227,350088,2502790,35,PK,5,EDWARD EVERETT,BOSTON,SUFFOLK COUNTY,71 PLEASANT STREET,DORCHESTER,MA,2125,1823,6176358778,11,City: Large,No,ñ,Yes,Yes,282.0,20.0,14.1,184.0,29.0
251152001906,2930056,2511520,293,KG,4,EDWARD F LEDDY,TAUNTON,BRISTOL COUNTY,36 SECOND STREET,TAUNTON,MA,2780,4821,5088211275,21,Suburb: Large,No,ñ,Yes,Yes,123.0,8.99,13.7,66.0,9.0
250666001627,1490053,2506660,149,KG,4,EDWARD F. PARTHUM,LAWRENCE,ESSEX COUNTY,255 E HAVERHILL STREET,LAWRENCE,MA,1841,,9786917200,21,Suburb: Large,No,ñ,Yes,Yes,569.0,42.98,13.2,460.0,46.0
250858002624,2040030,2508580,204,4,5,EDWARD G. MOLIN ELEMENTARY SCHOOL,NEWBURYPORT,ESSEX COUNTY,70 LOW STREET,NEWBURYPORT,MA,1950,,9784638212,21,Suburb: Large,No,ñ,No,Ü,352.0,25.1,14.0,29.0,1.0
