State School ID,NCES District ID,State District ID,NCES DistrictID2,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code*,Locale*,Charter,Magnet*,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*,Reduced Lunch*
00440110,2503090,44,2503090,KG,05,DOWNEY,BROCKTON,PLYMOUTH COUNTY,55 ELECTRIC AVENUE,BROCKTON,MA,02302,3699,5085807221,21,Suburb: Large,No,Ð,Yes,Yes,580.00000,41.06000,14.1000000,418.00000,43.00000,
01600345,2507020,160,2507020,05,08,DR AN WANG SCHOOL,LOWELL,MIDDLESEX COUNTY,365 WEST MEADOW ROAD,LOWELL,MA,01854,,9789377683,21,Suburb: Large,No,Ð,Yes,Yes,651.00000,48.50000,13.4000000,395.00000,62.00000,
07450020,2509450,745,2509450,PK,02,DR FREDERICK N SWEETSIR,PENTUCKET,ESSEX COUNTY,104 CHURCH STREET,MERRIMAC,MA,01860,1501,9783468319,21,Suburb: Large,No,Ð,Yes,No,239.00000,18.86000,12.7000000,36.00000,9.00000,
01600002,2507020,160,2507020,PK,04,DR GERTRUDE BAILEY,LOWELL,MIDDLESEX COUNTY,175 CAMPBELL DRIVE,LOWELL,MA,01851,4530,9789377644,21,Suburb: Large,No,Ð,Yes,Yes,495.00000,30.49000,16.2000000,258.00000,66.00000,
07450015,2509450,745,2509450,PK,06,DR JOHN C PAGE SCHOOL,PENTUCKET,ESSEX COUNTY,694 MAIN STREET,WEST NEWBURY,MA,01985,1298,9783632671,41,Rural: Fringe,No,Ð,No, ,464.00000,31.64000,14.7000000,25.00000,7.00000,
01280050,2505970,128,2505970,05,08,DR PAUL NETTLE,HAVERHILL,ESSEX COUNTY,150 BOARDMAN STREET,HAVERHILL,MA,01830,6495,9783745792,21,Suburb: Large,No,Ð,Yes,Yes,510.00000,39.13000,13.0000000,271.00000,40.00000,
01680025,2507260,168,2507260,KG,KG,DR SAMUEL C EVELETH,MARBLEHEAD,ESSEX COUNTY,3 BROOK RD,MARBLEHEAD,MA,01945,1812,7816393195,21,Suburb: Large,No,Ð,No, ,84.00000,5.46000,15.4000000,0.00000,0.00000,
00440001,2503090,44,2503090,KG,05,DR W ARNONE COMMUNITY SCHOOL,BROCKTON,PLYMOUTH COUNTY,135 BELMONT STREET,BROCKTON,MA,02301,3898,5088944440,21,Suburb: Large,No,Ð,Yes,Yes,812.00000,49.09000,16.5000000,621.00000,45.00000,
00350008,2502790,35,2502790,PK,03,DR. CATHERINE ELLISON-ROSA PARKS EARLY ED SCHOOL,BOSTON,SUFFOLK COUNTY,108 BABSON STREET,MATTAPAN,MA,02126,,6176357680,11,City: Large,No,Ð,Yes,Yes,207.00000,16.00000,12.9000000,154.00000,20.00000,
02650405,2510590,265,2510590,06,08,DR. KEVIN M. HURLEY MIDDLE SCHOOL,SEEKONK,BRISTOL COUNTY,650 NEWMAN AVENUE,SEEKONK,MA,02771,4497,5087617570,21,Suburb: Large,No,Ð,Yes,No,514.00000,37.45000,13.7000000,69.00000,20.00000,
02200305,2509060,220,2509060,06,08,DR. PHILIP O. COAKLEY MIDDLE SCHOOL,NORWOOD,NORFOLK COUNTY,1315 WASHINGTON STREET,NORWOOD,MA,02062,0067,7817627880,21,Suburb: Large,No,Ð,Yes,No,748.00000,65.05000,11.5000000,178.00000,31.00000,
00350266,2502790,35,2502790,PK,05,DR. WILLIAM HENDERSON,BOSTON,SUFFOLK COUNTY,1669 DORCHESTER AVENUE,DORCHESTER,MA,02122,1325,6176358725,11,City: Large,No,Ð,Yes,Yes,244.00000,20.99000,11.6000000,81.00000,22.00000,
00790505,2504320,79,2504320,09,12,DRACUT SENIOR HIGH,DRACUT,MIDDLESEX COUNTY,1540 LAKEVIEW AVENUE,DRACUT,MA,01826,3311,9789571500,21,Suburb: Large,No,Ð,No, ,1081.00000,67.17000,16.1000000,104.00000,26.00000,
02090505,2508670,209,2508670,08,12,DRURY HIGH,NORTH ADAMS,BERKSHIRE COUNTY,1130 SOUTH CHURCH STREET,NORTH ADAMS,MA,01247,,4136623240,41,Rural: Fringe,No,Ð,No, ,552.00000,53.15000,10.4000000,177.00000,12.00000,
02810125,2511130,281,2511130,KG,05,DRYDEN MEMORIAL,SPRINGFIELD,HAMPDEN COUNTY,190 SURREY RD,SPRINGFIELD,MA,01118,1155,4137877248,12,City: Midsize,No,Ð,Yes,Yes,261.00000,24.40000,10.7000000,179.00000,14.00000,
06580005,2504360,658,2504360,02,04,DUDLEY ELEMENTARY,DUDLEY-CHARLTON REG,WORCESTER COUNTY,16 SCHOOL STREET,DUDLEY,MA,01571,,5089433351,41,Rural: Fringe,No,Ð,Yes,No,412.00000,27.93000,14.8000000,76.00000,18.00000,
06580305,2504360,658,2504360,05,08,DUDLEY MIDDLE SCHOOL,DUDLEY-CHARLTON REG,WORCESTER COUNTY,70 DUDLEY-OXFORD ROAD,DUDLEY,MA,01571,,5089432224,41,Rural: Fringe,No,Ð,Yes,No,643.00000,44.55000,14.4000000,124.00000,32.00000,
00820505,2504410,82,2504410,09,12,DUXBURY HIGH,DUXBURY,PLYMOUTH COUNTY,130 ST. GEORGE STREET,DUXBURY,MA,02332,3871,7819347650,21,Suburb: Large,No,Ð,No, ,1024.00000,75.24000,13.6000000,37.00000,7.00000,
00820305,2504410,82,2504410,06,08,DUXBURY MIDDLE,DUXBURY,PLYMOUTH COUNTY,71 ALDEN STREET,DUXBURY,MA,02332,3871,7819347640,21,Suburb: Large,No,Ð,No, ,847.00000,61.45000,13.8000000,25.00000,12.00000,
02170003,2508820,217,2508820,PK,05,E ETHEL LITTLE SCHOOL,NORTH READING,MIDDLESEX COUNTY,7 BARBERRY LANE,NORTH READING,MA,01864,2398,9786647820,21,Suburb: Large,No,Ð,Yes,No,407.00000,26.92000,15.1000000,29.00000,4.00000,
01630045,2507110,163,2507110,PK,05,E J HARRINGTON,LYNN,ESSEX COUNTY,21 DEXTER STREET,LYNN,MA,01902,,7814777380,21,Suburb: Large,No,Ð,Yes,Yes,639.00000,48.62000,13.1000000,527.00000,37.00000,
01370045,2506270,137,2506270,KG,08,E N WHITE ELEMENTARY,HOLYOKE,HAMPDEN COUNTY,1 JEFFERSON STREET,HOLYOKE,MA,01040,2032,4135342058,21,Suburb: Large,No,Ð,Yes,Yes,487.00000,47.28000,10.3000000,396.00000,24.00000,
02740111,2510890,274,2510890,01,08,E SOMERVILLE COMMUNITY,SOMERVILLE,MIDDLESEX COUNTY,42 PRESCOTT STREET,SOMERVILLE,MA,02143,3250,6176256600,21,Suburb: Large,No,Ð,Yes,Yes,504.00000,40.70000,12.4000000,384.00000,57.00000,
03350305,2512810,335,2512810,06,08,E W THURSTON MIDDLE,WESTWOOD,NORFOLK COUNTY,850 HIGH STREET,WESTWOOD,MA,02090,2766,7813267500,21,Suburb: Large,No,Ð,No, ,750.00000,41.72000,18.0000000,28.00000,11.00000,
01710005,2507350,171,2507350,KG,05,EAMES WAY SCHOOL,MARSHFIELD,PLYMOUTH COUNTY,165 EAMES WAY,MARSHFIELD,MA,02050,6327,7818345090,21,Suburb: Large,No,Ð,No, ,364.00000,24.41000,14.9000000,25.00000,3.00000,
03040005,2511850,304,2511850,PK,04,EARL D TAFT,UXBRIDGE,WORCESTER COUNTY,16 GRANITE STREET,UXBRIDGE,MA,01569,1537,5082788643,21,Suburb: Large,No,Ð,Yes,No,796.00000,55.00000,14.5000000,130.00000,10.00000,
07750001,2511880,775,2511880,PK,PK,EARLY CHILDHOOD CENTER,WACHUSETT,WORCESTER COUNTY,1745 MAIN STREET,JEFFERSON,MA,01522,,5088294786,41,Rural: Fringe,No,Ð,No, ,135.00000,6.00000,22.5000000,0.00000,0.00000,
00730005,2504050,73,2504050,PK,KG,EARLY CHILDHOOD CENTER,DEDHAM,NORFOLK COUNTY,322 SPRAGUE STREET,DEDHAM,MA,02026,5250,7814615978,21,Suburb: Large,No,Ð,Yes,No,321.00000,16.35000,19.6000000,30.00000,8.00000,
01700006,2507320,170,2507320,PK,KG,EARLY CHILDHOOD CENTER,MARLBOROUGH,MIDDLESEX COUNTY,17 WASHINGTON STREET,MARLBOROUGH,MA,01752,,5084603503,21,Suburb: Large,No,Ð,No, ,151.00000,8.00000,18.9000000,5.00000,0.00000,
01780003,2507620,178,2507620,PK,PK,EARLY CHILDHOOD CENTER,MELROSE,MIDDLESEX COUNTY,16 FRANKLIN ST,MELROSE,MA,02176,,7819792260,21,Suburb: Large,No,Ð,Yes,No,260.00000,12.08000,21.5000000,13.00000,2.00000,
02810565,2511130,281,2511130,11,12,EARLY COLLEGE HIGH SCHOOL,SPRINGFIELD,HAMPDEN COUNTY,303 HOMESTEAD AVENUE,SPRINGFIELD,MA,01040,,4135522176,41,Rural: Fringe,No,Ð,Yes,Yes,70.00000,4.03000,17.4000000,48.00000,1.00000,
00160008,2502190,16,2502190,PK,PK,EARLY LEARNING CENTER,ATTLEBORO,BRISTOL COUNTY,7 JAMES ST,ATTLEBORO,MA,02703,,5082231563,21,Suburb: Large,No,Ð,No, ,162.00000,6.30000,25.7000000,10.00000,0.00000,
03700040,2511150,370,2511150, , ,EAST AREA,INSTITUTIONAL SCHOOLS,ESSEX COUNTY,502 CABOT STREET,BEVERLY,MA,01915,,9789225870,21,Suburb: Large,No,Ð, , , ,Ð, , , ,
00350009,2502790,35,2502790,PK,02,EAST BOSTON EARLY CHILDHOOD CENTER,BOSTON,SUFFOLK COUNTY,135 GROVE STREET,EAST BOSTON,MA,02128,,6176356456,11,City: Large,No,Ð,Yes,Yes,199.00000,13.50000,14.7000000,102.00000,0.00000,
00350530,2502790,35,2502790,09,12,EAST BOSTON HIGH,BOSTON,SUFFOLK COUNTY,86 WHITE STREET,EAST BOSTON,MA,02128,1302,6176359896,11,City: Large,No,Ð,Yes,Yes,1412.00000,103.08000,13.7000000,642.00000,16.00000,
00830505,2504440,83,2504440,09,12,EAST BRIDGEWATER HIGH,EAST BRIDGEWATER,PLYMOUTH COUNTY,11 PLYMOUTH STREET,EAST BRIDGEWATER,MA,02333,1991,5083788214,21,Suburb: Large,No,Ð,No, ,550.00000,35.94000,15.3000000,63.00000,15.00000,
07670008,2500002,767,2500002,KG,06,EAST BROOKFIELD ELEMENTARY,SPENCER-E BROOKFIELD,WORCESTER COUNTY,410 EAST MAIN STREET,EAST BROOKFIELD,MA,01515,,5088858536,31,Town: Fringe,No,Ð,No, ,213.00000,18.27000,11.7000000,52.00000,12.00000,
02660010,2510620,266,2510620,PK,05,EAST ELEMENTARY,SHARON,NORFOLK COUNTY,45 WILSHIRE DRIVE,SHARON,MA,02067,1529,7817841551,21,Suburb: Large,No,Ð,No, ,443.00000,33.60000,13.2000000,19.00000,7.00000,
01310005,2506090,131,2506090,PK,05,EAST ELEMENTARY SCHOOL,HINGHAM,PLYMOUTH COUNTY,2 COLLINS STREET,HINGHAM,MA,02043,,7817411570,21,Suburb: Large,No,Ð,Yes,No,606.00000,36.93000,16.4000000,13.00000,2.00000,
00940010,2504800,94,2504800,PK,05,EAST FAIRHAVEN,FAIRHAVEN,BRISTOL COUNTY,2 NEW BOSTON ROAD,FAIRHAVEN,MA,02719,5602,5089794058,41,Rural: Fringe,No,Ð,Yes,No,427.00000,27.22000,15.7000000,78.00000,36.00000,
00960005,2504860,96,2504860,PK,04,EAST FALMOUTH ELEMENTARY,FALMOUTH,BARNSTABLE COUNTY,33 DAVISVILLE RD,EAST FALMOUTH,MA,02536,6105,5085481052,22,Suburb: Midsize,No,Ð,Yes,No,376.00000,27.58000,13.6000000,80.00000,11.00000,
01070020,2505280,107,2505280,KG,05,EAST GLOUCESTER ELEMENTARY,GLOUCESTER,ESSEX COUNTY,8 DAVIS ST EXT,GLOUCESTER,MA,01930,,9782819830,21,Suburb: Large,No,Ð,Yes,No,263.00000,18.99000,13.8000000,94.00000,16.00000,
00870505,2504500,87,2504500,09,12,EAST LONGMEADOW HIGH,EAST LONGMEADOW,HAMPDEN COUNTY,180 MAPLE STREET,EAST LONGMEADOW,MA,01028,2721,4135255460,21,Suburb: Large,No,Ð,No, ,880.00000,61.71000,14.3000000,81.00000,17.00000,
01110004,2505400,111,2505400,04,06,EAST MEADOW,GRANBY,HAMPSHIRE COUNTY,393 EAST STATE STREET,GRANBY,MA,01033,9601,4134677199,41,Rural: Fringe,No,Ð,No, ,240.00000,19.21000,12.5000000,36.00000,9.00000,
00400305,2502940,40,2502940,06,08,EAST MIDDLE SCHOOL,BRAINTREE,NORFOLK COUNTY,305 RIVER ST.,BRAINTREE,MA,02184,3341,7813800170,21,Suburb: Large,No,Ð,No, ,705.00000,56.11000,12.6000000,121.00000,23.00000,
00440405,2503090,44,2503090,06,08,EAST MIDDLE SCHOOL,BROCKTON,PLYMOUTH COUNTY,464 CENTRE STREET,BROCKTON,MA,02302,3211,5085807351,21,Suburb: Large,No,Ð,Yes,Yes,393.00000,43.99000,8.9000000,312.00000,38.00000,
01610010,2507050,161,2507050,PK,01,EAST STREET ELEMENTARY SCHOOL,LUDLOW,HAMPDEN COUNTY,508 EAST STREET,LUDLOW,MA,01056,,4135899121,21,Suburb: Large,No,Ð,Yes,No,413.00000,30.28000,13.6000000,88.00000,16.00000,
02930010,2511520,293,2511520,PK,04,EAST TAUNTON ELEMENTARY,TAUNTON,BRISTOL COUNTY,58R STEVENS STREET,EAST TAUNTON,MA,02718,5112,5088211330,21,Suburb: Large,No,Ð,No, ,615.00000,45.66000,13.5000000,226.00000,42.00000,
03100025,2512060,310,2512060,PK,PK,EAST WAREHAM SCHOOL,WAREHAM,PLYMOUTH COUNTY,27 DEPOT STREET,EAST WAREHAM,MA,02538,1343,5082913586,22,Suburb: Midsize,No,Ð,No, ,103.00000,7.56000,13.6000000,32.00000,6.00000,
02770010,2511010,277,2511010,PK,01,EASTFORD ROAD,SOUTHBRIDGE,WORCESTER COUNTY,120 EASTFORD ROAD,SOUTHBRIDGE,MA,01550,3606,5087645460,21,Suburb: Large,No,Ð,Yes,Yes,472.00000,32.28000,14.6000000,250.00000,28.00000,
00850005,2504530,85,2504530,KG,05,EASTHAM ELEMENTARY,EASTHAM,BARNSTABLE COUNTY,200 SCHOOLHOUSE ROAD,EASTHAM,MA,02642,,5082550808,22,Suburb: Midsize,No,Ð,Yes,No,207.00000,19.21000,10.8000000,54.00000,13.00000,
00860505,2504590,86,2504590,09,12,EASTHAMPTON HIGH,EASTHAMPTON,HAMPSHIRE COUNTY,70 WILLISTON AVENUE,EASTHAMPTON,MA,01027,2251,4135291585,21,Suburb: Large,No,Ð,No, ,448.00000,35.63000,12.6000000,96.00000,21.00000,
00880405,2504620,88,2504620,06,08,EASTON MIDDLE SCHOOL,EASTON,BRISTOL COUNTY,98 COLUMBUS AVENUE,NORTH EASTON,MA,02356,2098,5082303222,21,Suburb: Large,No,Ð,Yes,No,948.00000,66.92000,14.2000000,60.00000,19.00000,
00410010,2502970,41,2502970,03,05,EDDY ELEMENTARY,BREWSTER,BARNSTABLE COUNTY,2298 MAIN STREET,BREWSTER,MA,02631,1814,5088964531,22,Suburb: Midsize,No,Ð,Yes,No,236.00000,20.30000,11.6000000,49.00000,9.00000,
00570030,2503540,57,2503540,01,04,EDGAR A HOOKS ELEMENTARY,CHELSEA,SUFFOLK COUNTY,300 CRESCENT AVENUE,CHELSEA,MA,02150,3053,6174665400,21,Suburb: Large,No,Ð,Yes,Yes,504.00000,32.40000,15.6000000,385.00000,34.00000,
00440023,2503090,44,2503090,KG,08,EDGAR B DAVIS,BROCKTON,PLYMOUTH COUNTY,380 PLAIN STREET,BROCKTON,MA,02302,4599,5085807360,21,Suburb: Large,No,Ð,Yes,Yes,1077.00000,59.05000,18.2000000,732.00000,88.00000,
00890005,2509090,89,2509090,PK,08,EDGARTOWN ELEMENTARY,EDGARTOWN,DUKES COUNTY,35 ROBINSON ROAD,EDGARTOWN,MA,02539,,5086273316,42,Rural: Distant,No,Ð,Yes,No,335.00000,38.03000,8.8000000,69.00000,24.00000,
00350375,2502790,35,2502790,PK,08,EDISON K-8,BOSTON,SUFFOLK COUNTY,60 GLENMONT ROAD,BRIGHTON,MA,02135,,6176358436,11,City: Large,No,Ð,Yes,Yes,838.00000,55.26000,15.2000000,629.00000,56.00000,
00460005,2503150,46,2503150,PK,08,EDITH C BAKER,BROOKLINE,NORFOLK COUNTY,205 BEVERLY RD,CHESTNUT HILL,MA,02467,3136,6178794500,21,Suburb: Large,No,Ð,No, ,694.00000,49.84000,13.9000000,45.00000,13.00000,
00950305,2504830,95,2504830,06,08,EDMOND P TALBOT MIDDLE,FALL RIVER,BRISTOL COUNTY,124 MELROSE STREET,FALL RIVER,MA,02723,4116,5086758350,13,City: Small,No,Ð,Yes,Yes,593.00000,54.41000,10.9000000,432.00000,60.00000,
02930007,2511520,293,2511520,KG,04,EDMUND HATCH BENNETT,TAUNTON,BRISTOL COUNTY,47 NORTH WALKER STREET,TAUNTON,MA,02780,6701,5088211245,41,Rural: Fringe,No,Ð,Yes,Yes,387.00000,25.58000,15.1000000,127.00000,22.00000,
01630095,2507110,163,2507110,PK,05,EDWARD A SISSON,LYNN,ESSEX COUNTY,58 CONOMO AVENUE,LYNN,MA,01904,1938,7814777455,21,Suburb: Large,No,Ð,Yes,Yes,420.00000,26.80000,15.7000000,203.00000,41.00000,
04280305,2500071,428,2500071,KG,08,EDWARD BROOKE CHARTER SCHOOL,EDWARD BROOKE CHARTER (DISTRICT),SUFFOLK COUNTY,190 CUMMINS HIGHWAY,ROSLINDALE,MA,02131,,6173257977,11,City: Large,Yes,Ð,Yes,Yes,470.00000,36.00000,13.1000000,298.00000,89.00000,
00460015,2503150,46,2503150,PK,08,EDWARD DEVOTION,BROOKLINE,NORFOLK COUNTY,345 HARVARD STREET,BROOKLINE,MA,02446,2907,6178794400,21,Suburb: Large,No,Ð,Yes,No,781.00000,52.67000,14.8000000,83.00000,15.00000,
00350088,2502790,35,2502790,PK,05,EDWARD EVERETT,BOSTON,SUFFOLK COUNTY,71 PLEASANT STREET,DORCHESTER,MA,02125,1823,6176358778,11,City: Large,No,Ð,Yes,Yes,282.00000,20.00000,14.1000000,184.00000,29.00000,
02930056,2511520,293,2511520,KG,04,EDWARD F LEDDY,TAUNTON,BRISTOL COUNTY,36 SECOND STREET,TAUNTON,MA,02780,4821,5088211275,21,Suburb: Large,No,Ð,Yes,Yes,123.00000,8.99000,13.7000000,66.00000,9.00000,
01490053,2506660,149,2506660,KG,04,EDWARD F. PARTHUM,LAWRENCE,ESSEX COUNTY,255 E HAVERHILL STREET,LAWRENCE,MA,01841,,9786917200,21,Suburb: Large,No,Ð,Yes,Yes,569.00000,42.98000,13.2000000,460.00000,46.00000,
02040030,2508580,204,2508580,04,05,EDWARD G. MOLIN ELEMENTARY SCHOOL,NEWBURYPORT,ESSEX COUNTY,70 LOW STREET,NEWBURYPORT,MA,01950,,9784638212,21,Suburb: Large,No,Ð,No, ,352.00000,25.10000,14.0000000,29.00000,1.00000,
04520505,2500054,452,2500054,09,12,EDWARD M. KENNEDY ACADEMY FOR HEALTH CAREERS (HORA,EDWARD M. KENNEDY ACADEMY FOR HEALTH CAREERS (HORACE MANN CH,SUFFOLK COUNTY,360 HUNTINGTON AVENUE,BOSTON,MA,02115,,6173738576,11,City: Large,Yes,Ð,Yes,Yes,225.00000,19.70000,11.4000000,135.00000,13.00000,
04430205,2500528,443,2500528,KG,05,EDWARD W. BROOKE CHARTER SCHOOL 2,EDWARD W. BROOKE CHARTER SCHOOL 2 (DISTRICT),SUFFOLK COUNTY,7 ELKINS STREET,SOUTH BOSTON,MA,02127,,6173257977,11,City: Large,Yes,Ð,No, ,167.00000,16.00000,10.4000000,93.00000,33.00000,
02850012,2511250,285,2511250,PK,PK,EDWIN A JONES EARLY CHILDHOOD CENTER,STOUGHTON,NORFOLK COUNTY,137 WALNUT STREET,STOUGHTON,MA,02072,2638,7813441003,21,Suburb: Large,No,Ð,No, ,127.00000,5.00000,25.4000000,4.00000,1.00000,
00350543,2502790,35,2502790,09,12,EGLESTON COMMUNITY HIGH SCHOOL,BOSTON,SUFFOLK COUNTY,80 SCHOOL ST,ROXBURY,MA,02119,,6176356429,11,City: Large,No,Ð,Yes,Yes,150.00000,11.28000,13.3000000,99.00000,6.00000,
02360035,2509630,236,2509630,KG,05,EGREMONT,PITTSFIELD,BERKSHIRE COUNTY,84 EGREMONT AVENUE,PITTSFIELD,MA,01201,7251,4134489655,13,City: Small,No,Ð,No, ,502.00000,29.68000,16.9000000,172.00000,57.00000,
01680015,2507260,168,2507260,KG,01,ELBRIDGE GERRY,MARBLEHEAD,ESSEX COUNTY,50 ELM STREET,MARBLEHEAD,MA,01945,,7816393185,21,Suburb: Large,No,Ð,No, ,157.00000,10.11000,15.5000000,8.00000,1.00000,
00350006,2502790,35,2502790,PK,01,ELC - WEST ZONE,BOSTON,SUFFOLK COUNTY,200 HEATH STREET,JAMAICA PLAIN,MA,02130,1103,6176358275,11,City: Large,No,Ð,Yes,Yes,94.00000,7.14000,13.2000000,33.00000,2.00000,
03070310,2511970,307,2511970,06,08,ELEANOR N JOHNSON MIDDLE,WALPOLE,NORFOLK COUNTY,111 ROBBINS ROAD,WALPOLE,MA,02081,,5086607242,21,Suburb: Large,No,Ð,No, ,447.00000,31.80000,14.1000000,32.00000,14.00000,
02810030,2511130,281,2511130,PK,05,ELIAS BROOKINGS,SPRINGFIELD,HAMPDEN COUNTY,367 HANCOCK STREET,SPRINGFIELD,MA,01105,1606,4137877200,12,City: Midsize,No,Ð,Yes,Yes,329.00000,38.30000,8.6000000,307.00000,6.00000,
00350094,2502790,35,2502790,KG,05,ELIHU GREENWOOD LEADERSHIP ACADEMY,BOSTON,SUFFOLK COUNTY,612 METROPOLITAN AVENUE,HYDE PARK,MA,02136,3122,6176358665,11,City: Large,No,Ð,Yes,Yes,396.00000,28.00000,14.1000000,255.00000,8.00000,
00350096,2502790,35,2502790,PK,08,ELIOT ELEMENTARY,BOSTON,SUFFOLK COUNTY,16 CHARTER STREET,BOSTON,MA,02113,1301,6176358545,11,City: Large,No,Ð,Yes,Yes,324.00000,24.78000,13.1000000,158.00000,14.00000,
02010015,2508430,201,2508430,KG,05,ELIZABETH CARTER BROOKS,NEW BEDFORD,BRISTOL COUNTY,212 NEMASKET STREET,NEW BEDFORD,MA,02740,2833,5089974511,13,City: Small,No,Ð,Yes,Yes,268.00000,13.74000,19.5000000,142.00000,14.00000,
02440020,2509930,244,2509930,KG,05,ELIZABETH G LYONS ELEMENTARY,RANDOLPH,NORFOLK COUNTY,60 VESEY RD,RANDOLPH,MA,02368,3751,7819616252,21,Suburb: Large,No,Ð,Yes,No,304.00000,24.50000,12.4000000,148.00000,22.00000,
02930027,2511520,293,2511520,KG,04,ELIZABETH POLE,TAUNTON,BRISTOL COUNTY,215 HARRIS STREET,TAUNTON,MA,02780,3502,5088211260,21,Suburb: Large,No,Ð,Yes,Yes,585.00000,37.69000,15.5000000,329.00000,33.00000,
02920006,2511460,292,2511460,03,05,ELIZABETH S BROWN,SWANSEA,BRISTOL COUNTY,29 GARDNERS NECK ROAD,SWANSEA,MA,02777,3201,5086757892,21,Suburb: Large,No,Ð,Yes,No,256.00000,19.45000,13.2000000,48.00000,16.00000,
06150005,2502160,615,2502160,05,12,ELLEN BIGELOW,ATHOL-ROYALSTON,WORCESTER COUNTY,129 ALLEN STREET,ATHOL,MA,01331,2505,9782489562,32,Town: Distant,No,Ð,No, ,28.00000,3.00000,9.3000000,15.00000,2.00000,
02010075,2508430,201,2508430,PK,05,ELLEN R HATHAWAY,NEW BEDFORD,BRISTOL COUNTY,256 COURT STREET,NEW BEDFORD,MA,02740,3880,5089974511,13,City: Small,No,Ð,Yes,Yes,213.00000,14.66000,14.5000000,119.00000,15.00000,
00350100,2502790,35,2502790,PK,05,ELLIS MENDELL,BOSTON,SUFFOLK COUNTY,164 SCHOOL STREET,ROXBURY,MA,02119,3113,6176358234,11,City: Large,No,Ð,Yes,Yes,227.00000,15.90000,14.3000000,161.00000,14.00000,
03480095,2513230,348,2513230,PK,06,ELM PARK COMMUNITY,WORCESTER,WORCESTER COUNTY,23 NORTH ASHLAND STREET,WORCESTER,MA,01609,3041,5087993568,12,City: Midsize,No,Ð,Yes,Yes,496.00000,30.90000,16.1000000,423.00000,20.00000,
03070005,2511970,307,2511970,KG,05,ELM STREET SCHOOL,WALPOLE,NORFOLK COUNTY,415 ELM STREET,WALPOLE,MA,02081,,5086607374,41,Rural: Fringe,No,Ð,No, ,445.00000,25.97000,17.1000000,29.00000,13.00000,
01030001,2505130,103,2505130,03,05,ELM STREET SCHOOL,GARDNER,WORCESTER COUNTY,160 ELM STREET,GARDNER,MA,01440,2373,9786321673,22,Suburb: Midsize,No,Ð,Yes,Yes,490.00000,32.72000,15.0000000,241.00000,52.00000,
07450005,2509450,745,2509450,PK,06,ELMER S BAGNALL,PENTUCKET,ESSEX COUNTY,253 SCHOOL STREET,GROVELAND,MA,01834,2099,9783728856,21,Suburb: Large,No,Ð,No, ,632.00000,40.07000,15.8000000,52.00000,12.00000,
01390010,2506330,139,2506330,02,03,ELMWOOD,HOPKINTON,MIDDLESEX COUNTY,14 ELM STREET,HOPKINTON,MA,01748,,5084979860,21,Suburb: Large,No,Ð,No, ,532.00000,34.90000,15.2000000,8.00000,3.00000,
01860017,2507890,186,2507890,PK,03,ELMWOOD STREET,MILLBURY,WORCESTER COUNTY,40 ELMWOOD STREET,MILLBURY,MA,01527,1999,5088655241,21,Suburb: Large,No,Ð,Yes,No,646.00000,37.95000,17.0000000,127.00000,20.00000,
03210025,2512600,321,2512600,PK,03,ELSIE A HASTINGS ELEMENTARY,WESTBOROUGH,WORCESTER COUNTY,111 EAST MAIN STREET,WESTBOROUGH,MA,01581,1499,5088367750,41,Rural: Fringe,No,Ð,Yes,No,422.00000,28.17000,15.0000000,39.00000,10.00000,
02010020,2508430,201,2508430,PK,05,ELWYN G CAMPBELL,NEW BEDFORD,BRISTOL COUNTY,145 ESSEX STREET,NEW BEDFORD,MA,02745,3502,5089974511,13,City: Small,No,Ð,Yes,Yes,253.00000,13.63000,18.6000000,149.00000,7.00000,
01490080,2506660,149,2506660,KG,08,EMILY G WETHERBEE,LAWRENCE,ESSEX COUNTY,75 NEWTON STREET,LAWRENCE,MA,01843,1322,9789755986,21,Suburb: Large,No,Ð,Yes,Yes,662.00000,43.99000,15.0000000,517.00000,57.00000,
02880305,2511340,288,2511340,06,08,EPHRAIM CURTIS MIDDLE,SUDBURY,MIDDLESEX COUNTY,22 PRATTS MILL RD,SUDBURY,MA,01776,2623,9784431071,21,Suburb: Large,No,Ð,Yes,No,1076.00000,75.71000,14.2000000,31.00000,3.00000,
03170050,2512270,317,2512270,KG,05,ERNEST F UPHAM,WELLESLEY,NORFOLK COUNTY,35 WYNNEWOOD RD,WELLESLEY,MA,02481,2614,7814466285,21,Suburb: Large,No,Ð,No, ,244.00000,17.29000,14.1000000,5.00000,0.00000,
00910030,2504710,91,2504710,PK,06,ERVING ELEMENTARY,ERVING,FRANKLIN COUNTY,28 NORTHFIELD ROAD,ERVING,MA,01344,,4134233326,32,Town: Distant,No,Ð,Yes,No,157.00000,15.54000,10.1000000,49.00000,13.00000,
09130705,2504750,913,2504750,09,12,ESSEX AGRICULTURAL AND TECHNICAL INSTITUTE,ESSEX AGRICULTURAL TECHNICAL,ESSEX COUNTY,PO BOX 362,HATHORNE,MA,01937,,9787740050,21,Suburb: Large,No,Ð,Yes,No,482.00000,47.64000,10.1000000,82.00000,21.00000,
